image_file,image_relative_path,image_absolute_path,origin_file,origin_relative_path,origin_absolute_path,model_id,classification,geometry_type,renderer_backend,phi_azimuth_deg,theta_polar_deg,elevation_deg,camera_convention,camera_x,camera_y,camera_z,target_x,target_y,target_z,up_x,up_y,up_z,camera_distance,vertical_fov_deg,image_width_px,image_height_px,point_size_px,vertex_count,triangle_count,point_count,has_vertex_colors,has_vertex_normals,used_default_color,computed_vertex_normals,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,bbox_center_x,bbox_center_y,bbox_center_z,bounding_sphere_radius,origin_size_bytes,origin_modified_utc,origin_sha256,render_status,rendered_utc
HAD93_3075_1__phi_080__theta_060.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_080__theta_060.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_080__theta_060.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,80,60,30,phi: +X toward +Y; theta: down from +Z,36.71588516,229.4320831,649.612793,-2.72685,5.7412,518.4725,-0.08682408929,-0.4924038649,0.8660253882,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:23.572874+00:00
HAD93_3075_1__phi_100__theta_060.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_100__theta_060.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_100__theta_060.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,100,60,30,phi: +X toward +Y; theta: down from +Z,-42.16958237,229.4320831,649.612793,-2.72685,5.7412,518.4725,0.08682408929,-0.4924038649,0.8660253882,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:23.629488+00:00
HAD93_3075_1__phi_120__theta_060.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_120__theta_060.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_120__theta_060.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,120,60,30,phi: +X toward +Y; theta: down from +Z,-116.2976837,202.4516449,649.612793,-2.72685,5.7412,518.4725,0.25,-0.4330126941,0.8660253882,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:23.680497+00:00
HAD93_3075_1__phi_140__theta_060.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_140__theta_060.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_140__theta_060.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,140,60,30,phi: +X toward +Y; theta: down from +Z,-176.7274628,151.7450562,649.612793,-2.72685,5.7412,518.4725,0.3830222189,-0.3213938177,0.8660253882,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:23.732410+00:00
HAD93_3075_1__phi_160__theta_060.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_160__theta_060.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_160__theta_060.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,160,60,30,phi: +X toward +Y; theta: down from +Z,-216.1701965,83.42823029,649.612793,-2.72685,5.7412,518.4725,0.4698463082,-0.171010077,0.8660253882,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:23.784307+00:00
HAD93_3075_1__phi_180__theta_060.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_180__theta_060.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_180__theta_060.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,180,60,30,phi: +X toward +Y; theta: down from +Z,-229.868515,5.74119997,649.612793,-2.72685,5.7412,518.4725,0.5,-6.123234263e-17,0.8660253882,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:23.841155+00:00
HAD93_3075_1__phi_200__theta_060.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_200__theta_060.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_200__theta_060.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,200,60,30,phi: +X toward +Y; theta: down from +Z,-216.1701965,-71.94582367,649.612793,-2.72685,5.7412,518.4725,0.4698463082,0.171010077,0.8660253882,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:23.897155+00:00
HAD93_3075_1__phi_220__theta_060.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_220__theta_060.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_220__theta_060.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,220,60,30,phi: +X toward +Y; theta: down from +Z,-176.7274628,-140.2626648,649.612793,-2.72685,5.7412,518.4725,0.3830222189,0.3213938177,0.8660253882,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:23.956525+00:00
HAD93_3075_1__phi_240__theta_060.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_240__theta_060.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_240__theta_060.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,240,60,30,phi: +X toward +Y; theta: down from +Z,-116.2976837,-190.9692535,649.612793,-2.72685,5.7412,518.4725,0.25,0.4330126941,0.8660253882,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:24.019973+00:00
HAD93_3075_1__phi_260__theta_060.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_260__theta_060.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_260__theta_060.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,260,60,30,phi: +X toward +Y; theta: down from +Z,-42.16958237,-217.9496918,649.612793,-2.72685,5.7412,518.4725,0.08682408929,0.4924038649,0.8660253882,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:24.081715+00:00
HAD93_3075_1__phi_280__theta_060.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_280__theta_060.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_280__theta_060.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,280,60,30,phi: +X toward +Y; theta: down from +Z,36.71588516,-217.9496918,649.612793,-2.72685,5.7412,518.4725,-0.08682408929,0.4924038649,0.8660253882,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:24.142001+00:00
HAD93_3075_1__phi_300__theta_060.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_300__theta_060.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_300__theta_060.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,300,60,30,phi: +X toward +Y; theta: down from +Z,110.8439789,-190.9692535,649.612793,-2.72685,5.7412,518.4725,-0.25,0.4330126941,0.8660253882,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:24.203896+00:00
HAD93_3075_1__phi_320__theta_060.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_320__theta_060.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_320__theta_060.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,320,60,30,phi: +X toward +Y; theta: down from +Z,171.2737579,-140.2626648,649.612793,-2.72685,5.7412,518.4725,-0.3830222189,0.3213938177,0.8660253882,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:24.259856+00:00
HAD93_3075_1__phi_340__theta_060.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_340__theta_060.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_340__theta_060.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,340,60,30,phi: +X toward +Y; theta: down from +Z,210.7164917,-71.94582367,649.612793,-2.72685,5.7412,518.4725,-0.4698463082,0.171010077,0.8660253882,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:24.333389+00:00
HAD93_3075_1__phi_000__theta_080.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_000__theta_080.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_000__theta_080.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,0,80,10,phi: +X toward +Y; theta: down from +Z,255.5691071,5.74119997,564.0170288,-2.72685,5.7412,518.4725,-0.1736481935,-0,0.9848077893,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:24.389513+00:00
HAD93_3075_1__phi_020__theta_080.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_020__theta_080.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_020__theta_080.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,20,80,10,phi: +X toward +Y; theta: down from +Z,239.9919739,94.08363342,564.0170288,-2.72685,5.7412,518.4725,-0.1631759256,-0.05939117819,0.9848077893,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:24.449688+00:00
HAD93_3075_1__phi_040__theta_080.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_040__theta_080.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_040__theta_080.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,40,80,10,phi: +X toward +Y; theta: down from +Z,195.1393433,171.7706604,564.0170288,-2.72685,5.7412,518.4725,-0.1330222338,-0.1116189063,0.9848077893,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:24.513958+00:00
HAD93_3075_1__phi_060__theta_080.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_060__theta_080.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_060__theta_080.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,60,80,10,phi: +X toward +Y; theta: down from +Z,126.4211273,229.4320831,564.0170288,-2.72685,5.7412,518.4725,-0.08682409674,-0.1503837407,0.9848077893,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:24.579933+00:00
HAD93_3075_1__phi_080__theta_080.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_080__theta_080.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_080__theta_080.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,80,80,10,phi: +X toward +Y; theta: down from +Z,42.1257782,260.1130981,564.0170288,-2.72685,5.7412,518.4725,-0.03015369177,-0.1710100919,0.9848077893,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:24.647760+00:00
HAD93_3075_1__phi_100__theta_080.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_100__theta_080.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_100__theta_080.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,100,80,10,phi: +X toward +Y; theta: down from +Z,-47.5794754,260.1130981,564.0170288,-2.72685,5.7412,518.4725,0.03015369177,-0.1710100919,0.9848077893,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:24.712853+00:00
HAD93_3075_1__phi_120__theta_080.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_120__theta_080.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_120__theta_080.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,120,80,10,phi: +X toward +Y; theta: down from +Z,-131.8748322,229.4320831,564.0170288,-2.72685,5.7412,518.4725,0.08682409674,-0.1503837407,0.9848077893,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:24.791440+00:00
HAD93_3075_1__phi_140__theta_080.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_140__theta_080.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_140__theta_080.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,140,80,10,phi: +X toward +Y; theta: down from +Z,-200.5930481,171.7706604,564.0170288,-2.72685,5.7412,518.4725,0.1330222338,-0.1116189063,0.9848077893,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:24.851360+00:00
HAD93_3075_1__phi_160__theta_080.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_160__theta_080.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_160__theta_080.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,160,80,10,phi: +X toward +Y; theta: down from +Z,-245.4456787,94.08363342,564.0170288,-2.72685,5.7412,518.4725,0.1631759256,-0.05939117819,0.9848077893,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:24.909289+00:00
HAD93_3075_1__phi_180__theta_080.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_180__theta_080.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_180__theta_080.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,180,80,10,phi: +X toward +Y; theta: down from +Z,-261.0227966,5.74119997,564.0170288,-2.72685,5.7412,518.4725,0.1736481935,-2.126576965e-17,0.9848077893,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:24.970326+00:00
HAD93_3075_1__phi_200__theta_080.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_200__theta_080.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_200__theta_080.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,200,80,10,phi: +X toward +Y; theta: down from +Z,-245.4456787,-82.60122681,564.0170288,-2.72685,5.7412,518.4725,0.1631759256,0.05939117819,0.9848077893,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:25.034060+00:00
HAD93_3075_1__phi_220__theta_080.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_220__theta_080.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_220__theta_080.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,220,80,10,phi: +X toward +Y; theta: down from +Z,-200.5930481,-160.288269,564.0170288,-2.72685,5.7412,518.4725,0.1330222338,0.1116189063,0.9848077893,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:25.097149+00:00
HAD93_3075_1__phi_240__theta_080.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_240__theta_080.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_240__theta_080.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,240,80,10,phi: +X toward +Y; theta: down from +Z,-131.8748322,-217.9496918,564.0170288,-2.72685,5.7412,518.4725,0.08682409674,0.1503837407,0.9848077893,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:25.161881+00:00
HAD93_3075_1__phi_260__theta_080.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_260__theta_080.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_260__theta_080.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,260,80,10,phi: +X toward +Y; theta: down from +Z,-47.5794754,-248.6306915,564.0170288,-2.72685,5.7412,518.4725,0.03015369177,0.1710100919,0.9848077893,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:25.227178+00:00
HAD93_3075_1__phi_280__theta_080.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_280__theta_080.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_280__theta_080.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,280,80,10,phi: +X toward +Y; theta: down from +Z,42.1257782,-248.6306915,564.0170288,-2.72685,5.7412,518.4725,-0.03015369177,0.1710100919,0.9848077893,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:25.291875+00:00
